model,method,feature,noise_percentage,n_pairs,median_delta,mean_delta,p_value,significant
tabnet,noise,Fwd Act Data Pkts,35.0,20,-0.0011559555792923781,-0.0010019458531212665,0.5458755493164062,False
tabnet,noise,Fwd Act Data Pkts,50.0,20,0.0004680636078085443,0.0006605305380795456,0.6215133666992188,False
tabnet,noise,Fwd Act Data Pkts,75.0,20,-0.001121797102742128,-0.0014405227365786478,0.47490501403808594,False
tabnet,noise,Fwd Blk Rate Avg,10.0,20,0.0,0.0,,False
tabnet,noise,Fwd Blk Rate Avg,20.0,20,0.0,0.0,,False
tabnet,noise,Fwd Blk Rate Avg,35.0,20,0.0,0.0,,False
tabnet,noise,Fwd Blk Rate Avg,50.0,20,0.0,0.0,,False
tabnet,noise,Fwd Blk Rate Avg,75.0,20,0.0,0.0031177567114408057,0.24886387493792206,False
tabnet,noise,Fwd Seg Size Min,10.0,20,0.0010283152048521926,0.0029667316436107704,0.2958354492077534,False
tabnet,noise,Fwd Seg Size Min,20.0,20,-0.00026951581617018494,-0.005795862823358139,0.8812824436000936,False
tabnet,noise,Fwd Seg Size Min,35.0,20,-0.0015066388587630652,-0.0021186620466633888,0.2958354492077534,False
tabnet,noise,Fwd Seg Size Min,50.0,20,-0.0025063078311390874,-0.009819451675656954,0.09293465271054127,False
tabnet,noise,Fwd Seg Size Min,75.0,20,-0.007925109414148479,-0.012046673651842948,0.0035889055532021094,True
tabnet,noise,Idle Mean,10.0,20,-0.0009662428595350603,-0.0015268197117252024,0.7011814117431641,False
tabnet,noise,Idle Mean,20.0,20,-0.003212642223399065,-0.002876461330718727,0.24548721313476562,False
tabnet,noise,Idle Mean,35.0,20,0.0008358309120929386,0.003013016879071706,0.4304332733154297,False
tabnet,noise,Idle Mean,50.0,20,0.005108297643068305,0.002101775045836357,0.36827659606933594,False
tabnet,noise,Idle Mean,75.0,20,-0.00011783349084376615,-0.0031272365081184417,0.9854354858398438,False
tabnet,noise,Init Fwd Win Byts,10.0,20,-0.00405727975591097,-0.002873207519524623,0.15364646911621094,False
tabnet,noise,Init Fwd Win Byts,20.0,20,-0.007562463287164756,-0.007488973187175179,0.11398696899414062,False
tabnet,noise,Init Fwd Win Byts,35.0,20,-0.010415319419696256,-0.011577044315546441,0.01531219482421875,True
tabnet,noise,Init Fwd Win Byts,50.0,20,-0.008759769791524374,-0.023430003954715596,0.0072956085205078125,True
tabnet,noise,Init Fwd Win Byts,75.0,20,-0.0127465187176809,-0.03355350556047854,0.0023250579833984375,True
tabnet,noise,PSH Flag Cnt,10.0,20,0.0006305904437816645,-0.0001931963730585129,0.9702171637980858,False
tabnet,noise,PSH Flag Cnt,20.0,20,-0.0006884128208382578,-0.0026549811305017377,0.7938214901244397,False
tabnet,noise,PSH Flag Cnt,35.0,20,0.0008220189183155702,-0.001491351829894555,0.7651785898104478,False
tabnet,noise,PSH Flag Cnt,50.0,20,-0.0010850116940117616,0.002008045744343151,0.6274160461163308,False
tabnet,noise,PSH Flag Cnt,75.0,20,-0.004563325277674335,-0.0054983325806649995,0.09293465271054127,False
tabnet,noise,Protocol,10.0,20,0.0026276619602015328,-0.00012732054703297745,0.601181013818558,False
tabnet,noise,Protocol,20.0,20,-0.00016310638929095678,-0.001382995356930794,0.5502572060902096,False
tabnet,noise,Protocol,35.0,20,-0.0017453906260578855,-0.001877956825974625,0.16714705875429758,False
tabnet,noise,Protocol,50.0,20,-0.0042197816317616765,-0.0018091167797905094,0.19129516096102428,False
tabnet,noise,Protocol,75.0,20,-0.0039721850637340905,-0.004770949996013118,0.040026462903150935,True
tabnet,noise,Timestamp,10.0,14,-0.0018314569925702573,-0.001387794234045717,0.43251256882457256,False
tabnet,noise,Timestamp,20.0,14,0.00019753822609486216,0.000644954915364228,0.8752607089468505,False
tabnet,noise,Timestamp,35.0,14,0.0019521310483792687,0.003811648775938346,0.24537722677371787,False
tabnet,noise,Timestamp,50.0,14,0.002826027270336262,-0.003997073304135417,0.729826958312354,False
tabnet,noise,Timestamp,75.0,14,0.00039378745687485006,0.002721535721233562,0.5096932074128251,False
tabnet,outliers,Bwd Byts_b Avg,10.0,20,0.0,0.0,,False
tabnet,outliers,Bwd Byts_b Avg,20.0,20,0.0,0.0,,False
tabnet,outliers,Bwd Byts_b Avg,35.0,20,0.0,0.0,,False
tabnet,outliers,Bwd Byts_b Avg,50.0,20,0.0,0.0,,False
tabnet,outliers,Bwd Byts_b Avg,75.0,20,0.005337812399147157,-0.0003692285144623164,0.43300821232079933,False
tabnet,outliers,Dst Port,10.0,20,-0.0010908130289649653,-0.0035070838155982277,0.40909767150878906,False
tabnet,outliers,Dst Port,20.0,20,-0.0032454776030808596,-0.009060994567178071,0.13272666931152344,False
tabnet,outliers,Dst Port,35.0,20,-0.010531715259095575,-0.01225704230392471,0.001689910888671875,True
tabnet,outliers,Dst Port,50.0,20,-0.01990194909365839,-0.030770573291395896,1.9073486328125e-06,True
tabnet,outliers,Dst Port,75.0,20,-0.06102002190913702,-0.09221384269779877,1.9073486328125e-06,True
tabnet,outliers,Fwd Act Data Pkts,10.0,20,-0.0019684440546793303,0.000720955356058528,0.9854354858398438,False
tabnet,outliers,Fwd Act Data Pkts,20.0,20,0.0002616992479489433,-0.0007041185475537115,0.9272785186767578,False
tabnet,outliers,Fwd Act Data Pkts,35.0,20,-0.00029233634042141743,0.00032597951237360313,0.956329345703125,False
tabnet,outliers,Fwd Act Data Pkts,50.0,20,0.0004381726888251225,0.0007406700901711305,0.7841262817382812,False
tabnet,outliers,Fwd Act Data Pkts,75.0,20,0.0004333858354370057,0.00195158152286114,0.34881019592285156,False
tabnet,outliers,Fwd Blk Rate Avg,10.0,20,0.0,0.0,,False
tabnet,outliers,Fwd Blk Rate Avg,20.0,20,0.0,0.0,,False
tabnet,outliers,Fwd Blk Rate Avg,35.0,20,0.0,0.0,,False
tabnet,outliers,Fwd Blk Rate Avg,50.0,20,0.0,0.0,,False
tabnet,outliers,Fwd Blk Rate Avg,75.0,20,0.005337812399147157,-0.0003692285144623164,0.43300821232079933,False
tabnet,outliers,Fwd Seg Size Min,10.0,20,0.003443054860570338,0.0058735195158332145,0.05689299188125912,False
tabnet,outliers,Fwd Seg Size Min,20.0,20,0.001806800737307157,0.0018215894050054525,0.350614486233492,False
tabnet,outliers,Fwd Seg Size Min,35.0,20,-0.0005332019466009474,0.000652349334057939,0.8227452173339953,False
tabnet,outliers,Fwd Seg Size Min,50.0,20,-0.0019162875779684119,0.0006694968549182001,0.6274160461163308,False
tabnet,outliers,Fwd Seg Size Min,75.0,20,-0.003812375310070115,-0.004740801823632107,0.030350679270506366,True
tabnet,outliers,Idle Mean,10.0,20,-0.002415106312378845,0.0004300493851984111,0.5705966949462891,False
tabnet,outliers,Idle Mean,20.0,20,0.001578668029366015,0.0011892143627525499,0.4304332733154297,False
tabnet,outliers,Idle Mean,35.0,20,-0.0009880468931099395,-0.0011655770376634122,0.34881019592285156,False
tabnet,outliers,Idle Mean,50.0,20,0.0022422656850292766,0.002127963296778018,0.6476554870605469,False
tabnet,outliers,Idle Mean,75.0,20,-0.0009751792132018378,0.0009536088245804652,0.6742229461669922,False
tabnet,outliers,Init Fwd Win Byts,10.0,20,0.0031327448876527497,0.002591803600417264,0.24548721313476562,False
tabnet,outliers,Init Fwd Win Byts,20.0,20,0.0010836328226274672,-0.0070682342047946765,0.7285060882568359,False
tabnet,outliers,Init Fwd Win Byts,35.0,20,-0.001504028828630044,-0.009605753708090798,0.06372261047363281,False
tabnet,outliers,Init Fwd Win Byts,50.0,20,-0.0026848903678489133,-0.010605885908351625,0.13272666931152344,False
tabnet,outliers,Init Fwd Win Byts,75.0,20,-0.027074454288695704,-0.0316034645554325,0.0003948211669921875,True
tabnet,outliers,PSH Flag Cnt,10.0,20,-0.0015493188901842814,-0.0033448777349490365,0.40909767150878906,False
tabnet,outliers,PSH Flag Cnt,20.0,20,0.0022735377908514876,0.001965232177236942,0.2305126190185547,False
tabnet,outliers,PSH Flag Cnt,35.0,20,0.0005040502005889125,0.0006240833295124593,0.6215133666992188,False
tabnet,outliers,PSH Flag Cnt,50.0,20,0.0018352249306978208,-0.0013559940246782199,0.7011814117431641,False
tabnet,outliers,PSH Flag Cnt,75.0,20,-0.003213561257513542,-0.01040205365653601,0.01923370361328125,True
tabnet,outliers,Protocol,10.0,20,0.000835969247911017,0.003330417060289115,0.39049158819249985,False
tabnet,outliers,Protocol,20.0,20,0.0019258869034260995,0.005867288303166745,0.030350679270506366,True
tabnet,outliers,Protocol,35.0,20,0.002881521280922339,0.0030647454626041627,0.3702195818880961,False
tabnet,outliers,Protocol,50.0,20,0.0003961401627765593,0.002993506411676383,0.5015540323300163,False
tabnet,outliers,Protocol,75.0,20,0.00090604271396727,0.0021174488128517634,0.6274160461163308,False
tabnet,outliers,Timestamp,10.0,20,0.0007451747019525667,0.001917527598885227,0.6215133666992188,False
tabnet,outliers,Timestamp,20.0,20,-0.00481834517433033,-0.004695397037347731,0.24548721313476562,False
tabnet,outliers,Timestamp,35.0,20,0.0008579694299362117,0.001631372855587787,0.8983173370361328,False
tabnet,outliers,Timestamp,50.0,20,-0.0024857020920137085,-0.002452778703981473,0.26109886169433594,False
tabnet,outliers,Timestamp,75.0,20,0.0025486675303573736,0.0007859957403416551,0.5958194732666016,False
