model,method,feature,noise_percentage,n,tn_mean,tn_ci,tn_delta,fp_mean,fp_ci,fp_delta,fn_mean,fn_ci,fn_delta,tp_mean,tp_ci,tp_delta,mcc_mean,mcc_ci,mcc_delta
cnn_lstm,noise,FIN Flag Cnt,20.0,5,22183.2,39.44506807817883,22.200000000000728,147.8,39.44506807817883,-22.19999999999999,1770.2,56.447252594635216,28.200000000000045,2815.8,56.447252594635216,-28.199999999999818,0.729568251511671,0.002292631463225451,-0.0007372537235048604
cnn_lstm,noise,FIN Flag Cnt,30.0,5,22055.6,16.32209713579814,-105.40000000000146,275.4,16.322097135798135,105.39999999999998,1730.4,60.527776878584746,-11.599999999999909,2855.6,60.527776878584746,11.599999999999909,0.7156958540620423,0.01193225938135405,-0.01460965117313362
cnn_lstm,noise,FIN Flag Cnt,50.0,4,22140.0,0.0,-21.0,191.0,0.0,21.0,1927.0,0.0,185.0,2659.0,0.0,-185.0,0.6980197333730996,0.0,-0.03228577186207626
cnn_lstm,noise,FIN Flag Cnt,75.0,4,22083.0,0.0,-78.0,248.0,0.0,78.0,1734.0,0.0,-8.0,2852.0,0.0,8.0,0.7193439194383422,0.0,-0.010961585796833706
cnn_lstm,noise,Protocol,1.0,5,21799.8,627.72065234757,-361.2000000000007,531.2,627.72065234757,361.20000000000005,2186.8,718.8523613557762,444.8000000000002,2399.2,718.8523613557762,-444.8000000000002,0.6012758829274741,0.21578451992107076,-0.12902962230770176
cnn_lstm,noise,Protocol,5.0,5,21962.6,415.5333895821942,-198.40000000000146,368.4,415.5333895821943,198.39999999999998,2421.4,1102.4216440470325,679.4000000000001,2164.6,1102.4216440470325,-679.4000000000001,0.5721946809867123,0.27333764550915274,-0.15811082424846357
cnn_lstm,noise,Protocol,10.0,5,22104.2,269.9946901213275,-56.79999999999927,226.8,269.9946901213275,56.80000000000001,2660.6,1308.488120386484,918.5999999999999,1925.4,1308.488120386484,-918.5999999999999,0.540346537796485,0.3125799414739865,-0.1899589674386909
cnn_lstm,noise,Protocol,20.0,5,22076.6,150.29931112547447,-84.40000000000146,254.4,150.29931112547447,84.4,2638.6,1539.7178298102908,896.5999999999999,1947.4,1539.7178298102908,-896.5999999999999,0.5287776219083253,0.34608071743861146,-0.20152788332685057
cnn_lstm,noise,Protocol,30.0,5,22243.8,96.5724080534723,82.79999999999927,87.2,96.5724080534723,-82.8,2925.8,1875.0009084748108,1183.8000000000002,1660.2,1875.000908474811,-1183.8,0.44382191475576044,0.4729319210974185,-0.28648359047941546
cnn_lstm,noise,Protocol,50.0,4,22098.0,0.0,-63.0,233.0,0.0,63.0,1738.0,0.0,-4.0,2848.0,0.0,4.0,0.7210341292188811,0.0,-0.009271376016294797
cnn_lstm,noise,Protocol,75.0,4,22151.0,0.0,-10.0,180.0,0.0,10.0,1725.0,0.0,-17.0,2861.0,0.0,17.0,0.7313378317564988,0.0,0.0010323265213229016
cnn_lstm,noise,Timestamp,1.0,5,22185.0,0.0,24.0,146.0,0.0,-24.0,1704.0,0.0,-38.0,2882.0,0.0,38.0,0.7399667603496173,0.0,0.00966125511444138
cnn_lstm,noise,Timestamp,5.0,5,22222.0,0.0,61.0,109.0,0.0,-61.0,1608.0,0.0,-134.0,2978.0,0.0,134.0,0.7604219112708562,0.0,0.030116406035680332
cnn_lstm,noise,Timestamp,10.0,5,22211.0,0.0,50.0,120.0,0.0,-50.0,1386.0,0.0,-356.0,3200.0,0.0,356.0,0.791647923025442,0.0,0.06134241779026606
cnn_lstm,noise,Timestamp,20.0,5,22159.0,0.0,-2.0,172.0,0.0,2.0,1157.0,0.0,-585.0,3429.0,0.0,585.0,0.8172765078726215,1.5412366411992026e-16,0.08697100263744562
cnn_lstm,noise,Timestamp,30.0,5,22118.0,0.0,-43.0,213.0,0.0,43.0,1781.0,0.0,39.0,2805.0,0.0,-39.0,0.7174546536564993,0.0,-0.012850851578676603
cnn_lstm,noise,Timestamp,50.0,4,22172.0,0.0,11.0,159.0,0.0,-11.0,1828.0,0.0,86.0,2758.0,0.0,-86.0,0.7187618736107177,0.0,-0.01154363162445815
cnn_lstm,noise,Timestamp,75.0,4,22164.0,0.0,3.0,167.0,0.0,-3.0,1459.0,0.0,-283.0,3127.0,0.0,283.0,0.7736528088873763,0.0,0.04334730365220041
